source_file,consensus_timestamp,to_address_hex,payer_account,csv_error,sender,receiver,result_data,result,transaction_id,lookup_source,child_error
direct_calls,1779082986017543000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082979-732435737",mirror,
direct_calls,1779082974428407939,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082968-198481713",mirror,
direct_calls,1779082963081078000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082955-196282401",mirror,
direct_calls,1779082951604709000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082946-577373256",mirror,
direct_calls,1779082940179044059,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082935-149589904",mirror,
direct_calls,1779082928624324000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082923-548069158",mirror,
direct_calls,1779082917083200000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082909-091086251",mirror,
direct_calls,1779082905609567000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082897-788328980",mirror,
direct_calls,1779082894173266000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082887-311953520",mirror,
direct_calls,1779082882675896791,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082877-234496059",mirror,
direct_calls,1779082871156101991,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082864-433849470",mirror,
direct_calls,1779082859699579000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082853-078671801",mirror,
